LINESTOPID	STOPSEQUENCE	ORIENTATION	LINEID	STOPID	PLANVERSIONID	LINEVARIANT	REGISTERDATE	LINEVARIANTTYPE
139651	7	1	232	502401	40	10	2013-05-03 08:19:56-05	1
139652	1	1	243	500152	40	2	2013-05-03 08:19:56-05	1
139653	2	1	243	514157	40	2	2013-05-03 08:19:56-05	1
139654	3	1	243	514080	40	2	2013-05-03 08:19:56-05	1
139655	4	1	243	514082	40	2	2013-05-03 08:19:56-05	1
139656	5	1	243	514095	40	2	2013-05-03 08:19:56-05	1
139657	6	1	243	514096	40	2	2013-05-03 08:19:56-05	1
139658	7	1	243	514098	40	2	2013-05-03 08:19:56-05	1
139659	8	1	243	514099	40	2	2013-05-03 08:19:56-05	1
139660	9	1	243	514113	40	2	2013-05-03 08:19:56-05	1
139661	10	1	243	513141	40	2	2013-05-03 08:19:56-05	1
139662	11	1	243	513142	40	2	2013-05-03 08:19:56-05	1
139663	12	1	243	513143	40	2	2013-05-03 08:19:56-05	1
139664	13	1	243	513144	40	2	2013-05-03 08:19:56-05	1
139665	14	1	243	513150	40	2	2013-05-03 08:19:56-05	1
139666	15	1	243	513151	40	2	2013-05-03 08:19:56-05	1
139667	16	1	243	513152	40	2	2013-05-03 08:19:56-05	1
139668	17	1	243	513153	40	2	2013-05-03 08:19:56-05	1
139669	18	1	243	513163	40	2	2013-05-03 08:19:56-05	1
139670	19	1	243	513069	40	2	2013-05-03 08:19:56-05	1
139671	20	1	243	513070	40	2	2013-05-03 08:19:56-05	1
139672	21	1	243	513071	40	2	2013-05-03 08:19:56-05	1
139673	22	1	243	513075	40	2	2013-05-03 08:19:56-05	1
139674	23	1	243	513076	40	2	2013-05-03 08:19:56-05	1
139675	24	1	243	513048	40	2	2013-05-03 08:19:56-05	1
139676	25	1	243	500352	40	2	2013-05-03 08:19:56-05	1
139677	1	0	243	500352	40	3	2013-05-03 08:19:56-05	1
139678	2	0	243	513204	40	3	2013-05-03 08:19:56-05	1
139679	3	0	243	513205	40	3	2013-05-03 08:19:56-05	1
139680	4	0	243	513206	40	3	2013-05-03 08:19:56-05	1
139681	5	0	243	513207	40	3	2013-05-03 08:19:56-05	1
139682	6	0	243	500301	40	3	2013-05-03 08:19:56-05	1
139683	7	0	243	500201	40	3	2013-05-03 08:19:56-05	1
139684	8	0	243	513156	40	3	2013-05-03 08:19:56-05	1
139685	9	0	243	513157	40	3	2013-05-03 08:19:56-05	1
139686	10	0	243	513005	40	3	2013-05-03 08:19:56-05	1
139687	11	0	243	513006	40	3	2013-05-03 08:19:56-05	1
139688	12	0	243	513007	40	3	2013-05-03 08:19:56-05	1
139689	13	0	243	513008	40	3	2013-05-03 08:19:56-05	1
139690	14	0	243	513009	40	3	2013-05-03 08:19:56-05	1
139691	15	0	243	513158	40	3	2013-05-03 08:19:56-05	1
139692	16	0	243	513159	40	3	2013-05-03 08:19:56-05	1
139693	17	0	243	513160	40	3	2013-05-03 08:19:56-05	1
139694	18	0	243	513161	40	3	2013-05-03 08:19:56-05	1
139695	19	0	243	513162	40	3	2013-05-03 08:19:56-05	1
139696	20	0	243	514097	40	3	2013-05-03 08:19:56-05	1
139697	21	0	243	514218	40	3	2013-05-03 08:19:56-05	1
139698	22	0	243	514152	40	3	2013-05-03 08:19:56-05	1
139699	23	0	243	514153	40	3	2013-05-03 08:19:56-05	1
139700	24	0	243	514154	40	3	2013-05-03 08:19:56-05	1
139701	25	0	243	514155	40	3	2013-05-03 08:19:56-05	1
139702	26	0	243	514156	40	3	2013-05-03 08:19:56-05	1
139703	27	0	243	500152	40	3	2013-05-03 08:19:56-05	1
139704	1	1	243	514113	40	10	2013-05-03 08:19:56-05	1
139705	2	1	243	513141	40	10	2013-05-03 08:19:56-05	1
139706	3	1	243	513142	40	10	2013-05-03 08:19:56-05	1
139707	4	1	243	513143	40	10	2013-05-03 08:19:56-05	1
139708	5	1	243	513144	40	10	2013-05-03 08:19:56-05	1
139709	6	1	243	513150	40	10	2013-05-03 08:19:56-05	1
139710	7	1	243	513151	40	10	2013-05-03 08:19:56-05	1
139711	8	1	243	513152	40	10	2013-05-03 08:19:56-05	1
139712	9	1	243	513153	40	10	2013-05-03 08:19:56-05	1
139713	10	1	243	513163	40	10	2013-05-03 08:19:56-05	1
139714	11	1	243	513069	40	10	2013-05-03 08:19:56-05	1
139715	12	1	243	513070	40	10	2013-05-03 08:19:56-05	1
139716	13	1	243	513071	40	10	2013-05-03 08:19:56-05	1
139717	14	1	243	513075	40	10	2013-05-03 08:19:56-05	1
139718	15	1	243	513076	40	10	2013-05-03 08:19:56-05	1
139719	16	1	243	513048	40	10	2013-05-03 08:19:56-05	1
139720	17	1	243	500352	40	10	2013-05-03 08:19:56-05	1
139721	1	0	243	500301	40	15	2013-05-03 08:19:56-05	1
139722	2	0	243	500201	40	15	2013-05-03 08:19:56-05	1
139723	3	0	243	513156	40	15	2013-05-03 08:19:56-05	1
139724	4	0	243	513157	40	15	2013-05-03 08:19:56-05	1
139725	5	0	243	513005	40	15	2013-05-03 08:19:56-05	1
139726	6	0	243	513006	40	15	2013-05-03 08:19:56-05	1
139727	7	0	243	513007	40	15	2013-05-03 08:19:56-05	1
139728	8	0	243	513008	40	15	2013-05-03 08:19:56-05	1
139729	9	0	243	513009	40	15	2013-05-03 08:19:56-05	1
139730	10	0	243	513158	40	15	2013-05-03 08:19:56-05	1
139731	11	0	243	513159	40	15	2013-05-03 08:19:56-05	1
139732	12	0	243	513160	40	15	2013-05-03 08:19:56-05	1
139733	13	0	243	513161	40	15	2013-05-03 08:19:56-05	1
139734	14	0	243	513162	40	15	2013-05-03 08:19:56-05	1
139735	15	0	243	514097	40	15	2013-05-03 08:19:56-05	1
139736	16	0	243	514218	40	15	2013-05-03 08:19:56-05	1
139737	17	0	243	514152	40	15	2013-05-03 08:19:56-05	1
139738	18	0	243	514153	40	15	2013-05-03 08:19:56-05	1
139739	19	0	243	514154	40	15	2013-05-03 08:19:56-05	1
139740	20	0	243	514155	40	15	2013-05-03 08:19:56-05	1
139741	21	0	243	514156	40	15	2013-05-03 08:19:56-05	1
139742	22	0	243	500152	40	15	2013-05-03 08:19:56-05	1
139743	1	0	243	500201	40	18	2013-05-03 08:19:56-05	1
139744	2	0	243	513156	40	18	2013-05-03 08:19:56-05	1
139745	3	0	243	513157	40	18	2013-05-03 08:19:56-05	1
139746	4	0	243	513005	40	18	2013-05-03 08:19:56-05	1
139747	5	0	243	513006	40	18	2013-05-03 08:19:56-05	1
139748	6	0	243	513007	40	18	2013-05-03 08:19:56-05	1
139749	7	0	243	513008	40	18	2013-05-03 08:19:56-05	1
139750	8	0	243	513009	40	18	2013-05-03 08:19:56-05	1
139751	9	0	243	513158	40	18	2013-05-03 08:19:56-05	1
139752	10	0	243	513159	40	18	2013-05-03 08:19:56-05	1
139753	11	0	243	513160	40	18	2013-05-03 08:19:56-05	1
139754	12	0	243	513161	40	18	2013-05-03 08:19:56-05	1
139755	13	0	243	513162	40	18	2013-05-03 08:19:56-05	1
139756	14	0	243	514097	40	18	2013-05-03 08:19:56-05	1
139757	15	0	243	514218	40	18	2013-05-03 08:19:56-05	1
139758	16	0	243	514152	40	18	2013-05-03 08:19:56-05	1
139759	17	0	243	514153	40	18	2013-05-03 08:19:56-05	1
139760	18	0	243	514154	40	18	2013-05-03 08:19:56-05	1
139761	19	0	243	514155	40	18	2013-05-03 08:19:56-05	1
139762	20	0	243	514156	40	18	2013-05-03 08:19:56-05	1
139763	21	0	243	500152	40	18	2013-05-03 08:19:56-05	1
139764	1	0	260	501000	40	2	2013-05-03 08:19:56-05	1
139765	2	0	260	519149	40	2	2013-05-03 08:19:56-05	1
139766	3	0	260	519150	40	2	2013-05-03 08:19:56-05	1
139767	4	0	260	519151	40	2	2013-05-03 08:19:56-05	1
139768	5	0	260	519152	40	2	2013-05-03 08:19:56-05	1
139769	6	0	260	519153	40	2	2013-05-03 08:19:56-05	1
139770	7	0	260	516155	40	2	2013-05-03 08:19:56-05	1
139771	8	0	260	516156	40	2	2013-05-03 08:19:56-05	1
139772	9	0	260	516157	40	2	2013-05-03 08:19:56-05	1
139773	10	0	260	516158	40	2	2013-05-03 08:19:56-05	1
139774	11	0	260	516159	40	2	2013-05-03 08:19:56-05	1
139775	12	0	260	516160	40	2	2013-05-03 08:19:56-05	1
139776	13	0	260	516161	40	2	2013-05-03 08:19:56-05	1
139777	14	0	260	516162	40	2	2013-05-03 08:19:56-05	1
139778	15	0	260	516163	40	2	2013-05-03 08:19:56-05	1
139779	16	0	260	516164	40	2	2013-05-03 08:19:56-05	1
139780	17	0	260	516165	40	2	2013-05-03 08:19:56-05	1
139781	18	0	260	516166	40	2	2013-05-03 08:19:56-05	1
139782	19	0	260	516167	40	2	2013-05-03 08:19:56-05	1
139783	20	0	260	516124	40	2	2013-05-03 08:19:56-05	1
139784	21	0	260	516195	40	2	2013-05-03 08:19:56-05	1
139785	22	0	260	516139	40	2	2013-05-03 08:19:56-05	1
139786	23	0	260	516141	40	2	2013-05-03 08:19:56-05	1
139787	1	1	260	516141	40	3	2013-05-03 08:19:56-05	1
139788	2	1	260	516142	40	3	2013-05-03 08:19:56-05	1
139789	3	1	260	516143	40	3	2013-05-03 08:19:56-05	1
139790	4	1	260	516144	40	3	2013-05-03 08:19:56-05	1
139791	5	1	260	516145	40	3	2013-05-03 08:19:56-05	1
139792	6	1	260	516197	40	3	2013-05-03 08:19:56-05	1
139793	7	1	260	516146	40	3	2013-05-03 08:19:56-05	1
139794	8	1	260	516147	40	3	2013-05-03 08:19:56-05	1
139795	9	1	260	516148	40	3	2013-05-03 08:19:56-05	1
139796	10	1	260	516149	40	3	2013-05-03 08:19:56-05	1
139797	11	1	260	516007	40	3	2013-05-03 08:19:56-05	1
139798	12	1	260	516008	40	3	2013-05-03 08:19:56-05	1
139799	13	1	260	516009	40	3	2013-05-03 08:19:56-05	1
139800	14	1	260	518074	40	3	2013-05-03 08:19:56-05	1
139801	15	1	260	516150	40	3	2013-05-03 08:19:56-05	1
139802	16	1	260	516151	40	3	2013-05-03 08:19:56-05	1
139803	17	1	260	516152	40	3	2013-05-03 08:19:56-05	1
139804	18	1	260	516153	40	3	2013-05-03 08:19:56-05	1
139805	19	1	260	516154	40	3	2013-05-03 08:19:56-05	1
139806	20	1	260	519022	40	3	2013-05-03 08:19:56-05	1
139807	21	1	260	519148	40	3	2013-05-03 08:19:56-05	1
139808	22	1	260	519061	40	3	2013-05-03 08:19:56-05	1
139809	23	1	260	501400	40	3	2013-05-03 08:19:56-05	1
139810	24	1	260	501000	40	3	2013-05-03 08:19:56-05	1
139811	1	0	260	501000	40	4	2013-05-03 08:19:56-05	1
139812	2	0	260	519149	40	4	2013-05-03 08:19:56-05	1
139813	3	0	260	519150	40	4	2013-05-03 08:19:56-05	1
139814	4	0	260	519151	40	4	2013-05-03 08:19:56-05	1
139815	5	0	260	519152	40	4	2013-05-03 08:19:56-05	1
139816	6	0	260	519153	40	4	2013-05-03 08:19:56-05	1
139817	7	0	260	516155	40	4	2013-05-03 08:19:56-05	1
139818	8	0	260	516156	40	4	2013-05-03 08:19:56-05	1
139819	9	0	260	516157	40	4	2013-05-03 08:19:56-05	1
139820	10	0	260	516158	40	4	2013-05-03 08:19:56-05	1
139821	11	0	260	516159	40	4	2013-05-03 08:19:56-05	1
139822	12	0	260	516160	40	4	2013-05-03 08:19:56-05	1
139823	13	0	260	516161	40	4	2013-05-03 08:19:56-05	1
139824	14	0	260	516162	40	4	2013-05-03 08:19:56-05	1
139825	15	0	260	516163	40	4	2013-05-03 08:19:56-05	1
139826	16	0	260	516164	40	4	2013-05-03 08:19:56-05	1
139827	17	0	260	516165	40	4	2013-05-03 08:19:56-05	1
139828	18	0	260	516166	40	4	2013-05-03 08:19:56-05	1
139829	19	0	260	516167	40	4	2013-05-03 08:19:56-05	1
139830	20	0	260	516124	40	4	2013-05-03 08:19:56-05	1
139831	21	0	260	516195	40	4	2013-05-03 08:19:56-05	1
139832	22	0	260	516139	40	4	2013-05-03 08:19:56-05	1
139833	23	0	260	516141	40	4	2013-05-03 08:19:56-05	1
139834	24	0	260	516142	40	4	2013-05-03 08:19:56-05	1
139835	25	0	260	516143	40	4	2013-05-03 08:19:56-05	1
139836	26	0	260	516144	40	4	2013-05-03 08:19:56-05	1
139837	27	0	260	516145	40	4	2013-05-03 08:19:56-05	1
139838	28	0	260	516197	40	4	2013-05-03 08:19:56-05	1
139839	1	0	275	515061	40	2	2013-05-03 08:19:56-05	1
139840	2	0	275	515012	40	2	2013-05-03 08:19:56-05	1
139841	3	0	275	515040	40	2	2013-05-03 08:19:56-05	1
139842	4	0	275	515062	40	2	2013-05-03 08:19:56-05	1
139843	5	0	275	515046	40	2	2013-05-03 08:19:56-05	1
139844	6	0	275	515063	40	2	2013-05-03 08:19:56-05	1
139845	7	0	275	515048	40	2	2013-05-03 08:19:56-05	1
139846	8	0	275	515049	40	2	2013-05-03 08:19:56-05	1
139847	9	0	275	515050	40	2	2013-05-03 08:19:56-05	1
139848	10	0	275	515051	40	2	2013-05-03 08:19:56-05	1
139849	11	0	275	515052	40	2	2013-05-03 08:19:56-05	1
139850	12	0	275	516081	40	2	2013-05-03 08:19:56-05	1
139851	13	0	275	515064	40	2	2013-05-03 08:19:56-05	1
139852	14	0	275	515153	40	2	2013-05-03 08:19:56-05	1
139853	15	0	275	516090	40	2	2013-05-03 08:19:56-05	1
139854	16	0	275	515142	40	2	2013-05-03 08:19:56-05	1
139855	17	0	275	515143	40	2	2013-05-03 08:19:56-05	1
139856	18	0	275	516127	40	2	2013-05-03 08:19:56-05	1
139857	19	0	275	516128	40	2	2013-05-03 08:19:56-05	1
139858	20	0	275	511309	40	2	2013-05-03 08:19:56-05	1
139859	21	0	275	511311	40	2	2013-05-03 08:19:56-05	1
139860	22	0	275	511313	40	2	2013-05-03 08:19:56-05	1
139861	23	0	275	511315	40	2	2013-05-03 08:19:56-05	1
139862	24	0	275	517212	40	2	2013-05-03 08:19:56-05	1
139863	25	0	275	516233	40	2	2013-05-03 08:19:56-05	1
139864	26	0	275	517178	40	2	2013-05-03 08:19:56-05	1
139865	27	0	275	502000	40	2	2013-05-03 08:19:56-05	1
139866	28	0	275	502050	40	2	2013-05-03 08:19:56-05	1
139867	29	0	275	502100	40	2	2013-05-03 08:19:56-05	1
139868	1	0	275	502100	40	3	2013-05-03 08:19:56-05	3
139869	2	0	275	602100	40	3	2013-05-03 08:19:56-05	3
139870	3	0	275	602103	40	3	2013-05-03 08:19:56-05	3
139871	4	0	275	502103	40	3	2013-05-03 08:19:56-05	3
139872	1	1	275	502103	40	4	2013-05-03 08:19:56-05	1
139873	2	1	275	502051	40	4	2013-05-03 08:19:56-05	1
139874	3	1	275	502001	40	4	2013-05-03 08:19:56-05	1
139875	4	1	275	501951	40	4	2013-05-03 08:19:56-05	1
139876	5	1	275	517006	40	4	2013-05-03 08:19:56-05	1
139877	6	1	275	517213	40	4	2013-05-03 08:19:56-05	1
139878	7	1	275	511316	40	4	2013-05-03 08:19:56-05	1
139879	8	1	275	511312	40	4	2013-05-03 08:19:56-05	1
139880	9	1	275	511310	40	4	2013-05-03 08:19:56-05	1
139881	10	1	275	516231	40	4	2013-05-03 08:19:56-05	1
139882	11	1	275	516232	40	4	2013-05-03 08:19:56-05	1
139883	12	1	275	516119	40	4	2013-05-03 08:19:56-05	1
139884	13	1	275	516120	40	4	2013-05-03 08:19:56-05	1
139885	14	1	275	516140	40	4	2013-05-03 08:19:56-05	1
139886	15	1	275	516234	40	4	2013-05-03 08:19:56-05	1
139887	16	1	275	515144	40	4	2013-05-03 08:19:56-05	1
139888	17	1	275	515145	40	4	2013-05-03 08:19:56-05	1
139889	18	1	275	516089	40	4	2013-05-03 08:19:56-05	1
139890	19	1	275	516085	40	4	2013-05-03 08:19:56-05	1
139891	20	1	275	515146	40	4	2013-05-03 08:19:56-05	1
139892	21	1	275	516101	40	4	2013-05-03 08:19:56-05	1
139893	22	1	275	516103	40	4	2013-05-03 08:19:56-05	1
139894	23	1	275	516104	40	4	2013-05-03 08:19:56-05	1
139895	24	1	275	516105	40	4	2013-05-03 08:19:56-05	1
139896	25	1	275	516106	40	4	2013-05-03 08:19:56-05	1
139897	26	1	275	515057	40	4	2013-05-03 08:19:56-05	1
139898	27	1	275	515132	40	4	2013-05-03 08:19:56-05	1
139899	28	1	275	515036	40	4	2013-05-03 08:19:56-05	1
139900	29	1	275	515037	40	4	2013-05-03 08:19:56-05	1
139901	30	1	275	515058	40	4	2013-05-03 08:19:56-05	1
139902	31	1	275	515059	40	4	2013-05-03 08:19:56-05	1
139903	32	1	275	515060	40	4	2013-05-03 08:19:56-05	1
139904	33	1	275	502650	40	4	2013-05-03 08:19:56-05	1
139905	1	0	275	502650	40	5	2013-05-03 08:19:56-05	1
139906	2	0	275	515061	40	5	2013-05-03 08:19:56-05	1
139907	3	0	275	515012	40	5	2013-05-03 08:19:56-05	1
139908	4	0	275	515040	40	5	2013-05-03 08:19:56-05	1
139909	5	0	275	515062	40	5	2013-05-03 08:19:56-05	1
139910	6	0	275	515046	40	5	2013-05-03 08:19:56-05	1
139911	7	0	275	515063	40	5	2013-05-03 08:19:56-05	1
139912	8	0	275	515048	40	5	2013-05-03 08:19:56-05	1
139913	9	0	275	515049	40	5	2013-05-03 08:19:56-05	1
139914	10	0	275	515050	40	5	2013-05-03 08:19:56-05	1
139915	11	0	275	515051	40	5	2013-05-03 08:19:56-05	1
139916	12	0	275	515052	40	5	2013-05-03 08:19:56-05	1
139917	13	0	275	516081	40	5	2013-05-03 08:19:56-05	1
139918	14	0	275	515064	40	5	2013-05-03 08:19:56-05	1
139919	15	0	275	515153	40	5	2013-05-03 08:19:56-05	1
139920	16	0	275	516090	40	5	2013-05-03 08:19:56-05	1
139921	17	0	275	515142	40	5	2013-05-03 08:19:56-05	1
139922	18	0	275	515143	40	5	2013-05-03 08:19:56-05	1
139923	19	0	275	516127	40	5	2013-05-03 08:19:56-05	1
139924	20	0	275	516128	40	5	2013-05-03 08:19:56-05	1
139925	21	0	275	511309	40	5	2013-05-03 08:19:56-05	1
139926	22	0	275	511311	40	5	2013-05-03 08:19:56-05	1
139927	23	0	275	511313	40	5	2013-05-03 08:19:56-05	1
139928	24	0	275	511315	40	5	2013-05-03 08:19:56-05	1
139929	25	0	275	517212	40	5	2013-05-03 08:19:56-05	1
139930	26	0	275	516233	40	5	2013-05-03 08:19:56-05	1
139931	27	0	275	517178	40	5	2013-05-03 08:19:56-05	1
139932	28	0	275	502000	40	5	2013-05-03 08:19:56-05	1
139933	29	0	275	502050	40	5	2013-05-03 08:19:56-05	1
139934	30	0	275	502100	40	5	2013-05-03 08:19:56-05	1
139935	1	1	301	501001	40	2	2013-05-03 08:19:56-05	1
139936	2	1	301	501405	40	2	2013-05-03 08:19:56-05	1
139937	3	1	301	501451	40	2	2013-05-03 08:19:56-05	1
139938	4	1	301	501551	40	2	2013-05-03 08:19:56-05	1
139939	5	1	301	500601	40	2	2013-05-03 08:19:56-05	1
139940	6	1	301	512001	40	2	2013-05-03 08:19:56-05	1
139941	7	1	301	515001	40	2	2013-05-03 08:19:56-05	1
139942	8	1	301	519176	40	2	2013-05-03 08:19:56-05	1
139943	9	1	301	517002	40	2	2013-05-03 08:19:56-05	1
139944	10	1	301	518001	40	2	2013-05-03 08:19:56-05	1
139945	11	1	301	501001	40	2	2013-05-03 08:19:56-05	1
139946	1	1	301	500601	40	7	2013-05-03 08:19:56-05	1
139947	2	1	301	512001	40	7	2013-05-03 08:19:56-05	1
139948	3	1	301	515001	40	7	2013-05-03 08:19:56-05	1
139949	4	1	301	519176	40	7	2013-05-03 08:19:56-05	1
139950	5	1	301	517002	40	7	2013-05-03 08:19:56-05	1
139951	6	1	301	518001	40	7	2013-05-03 08:19:56-05	1
139952	7	1	301	501001	40	7	2013-05-03 08:19:56-05	1
139953	1	0	302	519124	40	2	2013-05-03 08:19:56-05	1
139954	2	0	302	519125	40	2	2013-05-03 08:19:56-05	1
139955	3	0	302	519126	40	2	2013-05-03 08:19:56-05	1
139956	4	0	302	519127	40	2	2013-05-03 08:19:56-05	1
139957	5	0	302	519076	40	2	2013-05-03 08:19:56-05	1
139958	6	0	302	519077	40	2	2013-05-03 08:19:56-05	1
139959	7	0	302	519078	40	2	2013-05-03 08:19:56-05	1
139960	8	0	302	519042	40	2	2013-05-03 08:19:56-05	1
139961	9	0	302	519043	40	2	2013-05-03 08:19:56-05	1
139962	10	0	302	519112	40	2	2013-05-03 08:19:56-05	1
139963	11	0	302	519079	40	2	2013-05-03 08:19:56-05	1
139964	12	0	302	519135	40	2	2013-05-03 08:19:56-05	1
139965	13	0	302	519138	40	2	2013-05-03 08:19:56-05	1
139966	14	0	302	519080	40	2	2013-05-03 08:19:56-05	1
139967	15	0	302	519051	40	2	2013-05-03 08:19:56-05	1
139968	16	0	302	519052	40	2	2013-05-03 08:19:56-05	1
139969	17	0	302	519067	40	2	2013-05-03 08:19:56-05	1
139970	1	1	302	519067	40	3	2013-05-03 08:19:56-05	1
139971	2	1	302	519050	40	3	2013-05-03 08:19:56-05	1
139972	3	1	302	519068	40	3	2013-05-03 08:19:56-05	1
139973	4	1	302	519070	40	3	2013-05-03 08:19:56-05	1
139974	5	1	302	519071	40	3	2013-05-03 08:19:56-05	1
139975	6	1	302	519072	40	3	2013-05-03 08:19:56-05	1
139976	7	1	302	519073	40	3	2013-05-03 08:19:56-05	1
139977	8	1	302	519038	40	3	2013-05-03 08:19:56-05	1
139978	9	1	302	519039	40	3	2013-05-03 08:19:56-05	1
139979	10	1	302	519041	40	3	2013-05-03 08:19:56-05	1
139980	11	1	302	519040	40	3	2013-05-03 08:19:56-05	1
139981	12	1	302	519074	40	3	2013-05-03 08:19:56-05	1
139982	13	1	302	519075	40	3	2013-05-03 08:19:56-05	1
139983	14	1	302	519122	40	3	2013-05-03 08:19:56-05	1
139984	15	1	302	519123	40	3	2013-05-03 08:19:56-05	1
139985	16	1	302	519124	40	3	2013-05-03 08:19:56-05	1
139986	1	1	303	519082	40	2	2013-05-03 08:19:56-05	1
139987	2	1	303	519083	40	2	2013-05-03 08:19:56-05	1
139988	3	1	303	519084	40	2	2013-05-03 08:19:56-05	1
139989	4	1	303	519113	40	2	2013-05-03 08:19:56-05	1
139990	5	1	303	519086	40	2	2013-05-03 08:19:56-05	1
139991	6	1	303	519087	40	2	2013-05-03 08:19:56-05	1
139992	7	1	303	519088	40	2	2013-05-03 08:19:56-05	1
139993	8	1	303	519089	40	2	2013-05-03 08:19:56-05	1
139994	9	1	303	519090	40	2	2013-05-03 08:19:56-05	1
139995	10	1	303	519111	40	2	2013-05-03 08:19:56-05	1
139996	11	1	303	519160	40	2	2013-05-03 08:19:56-05	1
139997	12	1	303	519092	40	2	2013-05-03 08:19:56-05	1
139998	13	1	303	519081	40	2	2013-05-03 08:19:56-05	1
139999	14	1	303	519082	40	2	2013-05-03 08:19:56-05	1
140000	1	0	304	519130	40	2	2013-05-03 08:19:56-05	1
140001	2	0	304	519131	40	2	2013-05-03 08:19:56-05	1
140002	3	0	304	519132	40	2	2013-05-03 08:19:56-05	1
140003	4	0	304	519133	40	2	2013-05-03 08:19:56-05	1
140004	5	0	304	519103	40	2	2013-05-03 08:19:56-05	1
140005	6	0	304	519104	40	2	2013-05-03 08:19:56-05	1
140006	7	0	304	519105	40	2	2013-05-03 08:19:56-05	1
140007	8	0	304	519106	40	2	2013-05-03 08:19:56-05	1
140008	9	0	304	519107	40	2	2013-05-03 08:19:56-05	1
140009	10	0	304	519108	40	2	2013-05-03 08:19:56-05	1
140010	11	0	304	519109	40	2	2013-05-03 08:19:56-05	1
140011	12	0	304	519110	40	2	2013-05-03 08:19:56-05	1
140012	13	0	304	519093	40	2	2013-05-03 08:19:56-05	1
140013	1	1	304	519093	40	3	2013-05-03 08:19:56-05	1
140014	2	1	304	519094	40	3	2013-05-03 08:19:56-05	1
140015	3	1	304	519095	40	3	2013-05-03 08:19:56-05	1
140016	4	1	304	519096	40	3	2013-05-03 08:19:56-05	1
140017	5	1	304	519097	40	3	2013-05-03 08:19:56-05	1
140018	6	1	304	519098	40	3	2013-05-03 08:19:56-05	1
140019	7	1	304	519099	40	3	2013-05-03 08:19:56-05	1
140020	8	1	304	519100	40	3	2013-05-03 08:19:56-05	1
140021	9	1	304	519101	40	3	2013-05-03 08:19:56-05	1
140022	10	1	304	519128	40	3	2013-05-03 08:19:56-05	1
140023	11	1	304	519129	40	3	2013-05-03 08:19:56-05	1
140024	12	1	304	519144	40	3	2013-05-03 08:19:56-05	1
140025	13	1	304	519130	40	3	2013-05-03 08:19:56-05	1
140026	1	0	305	519041	40	2	2013-05-03 08:19:56-05	1
140027	2	0	305	519162	40	2	2013-05-03 08:19:56-05	1
140028	3	0	305	519042	40	2	2013-05-03 08:19:56-05	1
140029	4	0	305	519043	40	2	2013-05-03 08:19:56-05	1
140030	5	0	305	519112	40	2	2013-05-03 08:19:56-05	1
140031	6	0	305	519079	40	2	2013-05-03 08:19:56-05	1
140032	7	0	305	512101	40	2	2013-05-03 08:19:56-05	1
140033	8	0	305	519163	40	2	2013-05-03 08:19:56-05	1
140034	9	0	305	512103	40	2	2013-05-03 08:19:56-05	1
140035	10	0	305	512104	40	2	2013-05-03 08:19:56-05	1
140036	11	0	305	512069	40	2	2013-05-03 08:19:56-05	1
140037	12	0	305	519164	40	2	2013-05-03 08:19:56-05	1
140038	13	0	305	519165	40	2	2013-05-03 08:19:56-05	1
140039	14	0	305	519166	40	2	2013-05-03 08:19:56-05	1
140040	15	0	305	502400	40	2	2013-05-03 08:19:56-05	1
140041	1	1	305	502400	40	3	2013-05-03 08:19:56-05	1
140042	2	1	305	502350	40	3	2013-05-03 08:19:56-05	1
140043	3	1	305	512001	40	3	2013-05-03 08:19:56-05	1
140044	4	1	305	513003	40	3	2013-05-03 08:19:56-05	1
140045	5	1	305	519161	40	3	2013-05-03 08:19:56-05	1
140046	6	1	305	519038	40	3	2013-05-03 08:19:56-05	1
140047	7	1	305	519039	40	3	2013-05-03 08:19:56-05	1
140048	8	1	305	519041	40	3	2013-05-03 08:19:56-05	1
140049	1	0	306	519192	40	2	2013-05-03 08:19:56-05	1
140050	2	0	306	519193	40	2	2013-05-03 08:19:56-05	1
140051	3	0	306	519194	40	2	2013-05-03 08:19:56-05	1
140052	4	0	306	519195	40	2	2013-05-03 08:19:56-05	1
140053	5	0	306	519196	40	2	2013-05-03 08:19:56-05	1
140054	6	0	306	519197	40	2	2013-05-03 08:19:56-05	1
140055	7	0	306	519198	40	2	2013-05-03 08:19:56-05	1
140056	8	0	306	519199	40	2	2013-05-03 08:19:56-05	1
140057	9	0	306	519200	40	2	2013-05-03 08:19:56-05	1
140058	10	0	306	519201	40	2	2013-05-03 08:19:56-05	1
140059	11	0	306	519202	40	2	2013-05-03 08:19:56-05	1
140060	12	0	306	519041	40	2	2013-05-03 08:19:56-05	1
140061	13	0	306	519042	40	2	2013-05-03 08:19:56-05	1
140062	14	0	306	519043	40	2	2013-05-03 08:19:56-05	1
140063	15	0	306	519112	40	2	2013-05-03 08:19:56-05	1
140064	16	0	306	519079	40	2	2013-05-03 08:19:56-05	1
140065	17	0	306	519080	40	2	2013-05-03 08:19:56-05	1
140066	18	0	306	519051	40	2	2013-05-03 08:19:56-05	1
140067	19	0	306	519067	40	2	2013-05-03 08:19:56-05	1
140068	1	1	306	519067	40	3	2013-05-03 08:19:56-05	1
140069	2	1	306	519068	40	3	2013-05-03 08:19:56-05	1
140070	3	1	306	519070	40	3	2013-05-03 08:19:56-05	1
140071	4	1	306	519071	40	3	2013-05-03 08:19:56-05	1
